1747 4785
887 1484 -466112153
1012 138 -985351773
77 703 450443811
895 346 -314102629
119 839 417556316
531 325 550114591
970 1151 428390315
666 1663 512032942
603 1271 810109899
943 545 -890481622
89 1431 808160167
555 696 965276170
568 772 -230742666
88 1666 164102955
687 39 -875891189
178 569 -504745590
1532 1537 812224699
1033 457 716561375
607 1059 171475279
441 255 794975586
537 343 433217378
369 897 -770942210
339 1464 112236577
1010 1551 19900223
281 491 62936583
389 669 713115897
821 453 473057642
657 1485 994905481
410 345 206547638
1433 785 497296358
1254 1320 888908932
759 1688 -84726790
959 280 -408962584
184 1289 -633354637
1074 1569 -72005579
256 211 692640905
6 1031 -789300593
1292 1688 910560242
1287 350 -695743647
594 36 201897636
156 1289 -286997529
59 301 -354268978
858 1258 -34640539
1374 1441 -558854882
1694 768 -762809048
758 1023 -522394228
490 1028 657643988
673 573 589530299
595 113 989826079
861 706 -969993391
164 861 505047472
787 919 848166049
1350 29 288420127
447 1402 -61953714
832 1349 816944746
1039 360 -11947907
1456 848 -835515779
1157 1521 -180701224
799 369 -52598764
790 1229 755339238
816 1392 -259590856
384 432 791519882
252 36 823944663
1377 482 428720902
450 1313 -27506039
290 606 383258260
1152 315 -646345295
1296 1471 -905617301
265 524 -483997512
1092 1313 922770423
879 382 516584140
1525 766 -989553890
1343 1016 -949912645
1189 646 -399132666
691 1095 -896068837
1540 1383 -203530203
1001 789 156089005
1310 337 -159567223
1392 602 439031409
97 1693 -58289017
29 824 378478105
1353 602 -745619751
1362 198 417583463
1406 1387 -843492125
185 330 409199770
275 123 -7396107
971 1123 894772335
234 686 -719810681
968 331 -31846382
478 427 -93933531
1300 455 849267108
758 61 -461835320
980 1423 -235720933
471 1082 -648445071
608 1266 -271286829
92 1540 -131752247
959 764 -846583066
867 997 -62124580
1111 218 316005907
210 695 803810887
1001 248 -675939219
870 1004 -606660271
1340 237 -977906160
261 707 260410471
568 1314 -290843045
1204 1405 -527735548
216 616 346202760
350 1482 -512939113
1169 846 -264728395
572 1056 529866325
400 310 812556032
683 1179 -38181171
1027 772 232034965
1046 1032 -959212095
400 1599 544585522
1019 1056 152627588
1432 1271 857517996
861 1620 554029079
1286 1041 -477649841
182 1612 730634851
1517 265 -915050377
1354 947 434561584
448 227 -682364586
1523 1272 498450176
1559 1671 328560801
1161 943 -463319540
421 628 991056902
297 1488 845107063
1654 1027 36706362
364 1208 -118139294
128 978 184380981
203 585 -731672030
1455 1031 -472958602
1732 807 982615106
1294 619 895459567
708 33 -25268268
1177 454 692696053
1169 750 395555291
1034 656 -429629668
193 1019 952412780
963 1146 71548960
251 1348 740334904
485 1056 -79410559
945 1041 844347536
930 589 -447602906
839 1296 -410676363
1690 726 107754754
1421 148 965208442
894 1181 -284286219
1392 1373 881620927
1350 588 193564732
539 838 -263505180
313 1322 944972774
1116 520 136634009
981 1449 809928701
1463 540 293417650
231 483 -876218682
1198 157 -707923396
1168 1050 643410572
47 694 214489585
1689 297 887174347
985 836 -154154159
1628 1147 -641167967
1580 517 -46825676
827 1496 -388512182
661 1212 229232081
44 1442 781138847
152 893 959904166
407 314 161083330
96 360 955046671
1156 303 -705793032
1057 1287 250113182
50 1168 -436899783
363 1002 153757513
1195 81 -133567392
1729 741 -746477408
1056 784 904351104
865 935 -73327101
830 1340 285696417
98 1435 697135440
58 844 -957389106
315 154 515687512
1407 203 -147139886
152 565 999101472
1159 13 -908954405
170 1741 -61378813
391 1050 835245895
308 168 -95298961
1117 997 -560936777
493 1094 -918256983
229 1151 47230009
266 1465 222698544
1589 1125 453994462
588 1276 -900050202
587 688 -886261127
666 857 -893150496
1486 1247 308513774
1342 1554 499870531
386 923 -359176060
769 1415 892457330
840 1643 209817375
9 162 -112888957
1076 4 -825548488
599 590 634939002
687 1176 -577668974
786 95 403060188
879 1580 -169350916
275 1175 -390551184
1585 1560 666132284
398 582 286395904
304 1421 167375117
1361 1428 351680816
389 757 355000516
541 1356 -969805672
223 295 376363723
591 1080 484554297
70 212 293387236
795 487 -361891564
1327 324 -576581067
1036 722 88381951
413 1025 -285259492
1432 639 -650275389
866 1027 216032804
303 1567 -232340447
329 42 104554651
1531 633 -659543025
1081 702 -417783975
464 1496 138345576
1021 1077 508716160
1391 366 -665848286
595 777 507109568
1219 463 -762592902
1524 1328 412155345
840 1630 205805821
1510 212 253297529
728 1742 976961494
1025 1076 -220142098
1534 1539 -507364162
782 813 724744115
353 457 -857684979
644 1051 31744456
214 523 560407539
421 300 79985085
1654 1139 -54522389
961 901 187079443
309 1629 181154306
289 907 -587743503
970 694 -826226749
1400 1474 103813005
1159 80 625794692
1284 723 -171899737
438 936 425470225
55 1357 767629188
997 1264 70609957
77 478 -897927914
1113 785 966570223
398 1073 4561346
758 296 798261479
910 1695 486016197
128 1107 576541662
1547 644 -596010415
524 1081 475469534
22 1134 28388606
1565 385 -525097851
754 461 20815981
843 1573 919427635
814 224 147698601
1691 981 485486783
1515 144 425428018
1066 271 -307733580
696 70 428317011
1049 593 -334675754
591 614 963695664
1489 433 -596583648
158 1186 -70036081
1049 282 -269582193
978 1095 -14067675
234 1039 -891236034
1531 806 -727314016
1030 125 -418488618
1634 821 -338965147
1135 123 339356659
1716 713 -958052974
1684 455 -463564858
290 611 893430962
1102 1659 -784993426
1740 890 467732199
854 1124 -343830816
949 908 578579008
1187 190 720977868
1695 77 -340092574
526 1211 -200642737
1695 1180 614796915
1732 1116 -865385010
454 1406 -166286367
361 760 -267091174
549 753 751628204
84 1606 37570367
657 809 -923777899
289 249 -706988579
46 197 -619795251
622 722 766119095
1320 670 116078704
983 655 -606220759
1101 1109 -997362943
83 1469 -127383928
722 271 734134091
506 354 573123440
1411 1010 -501651915
1478 1298 -217505992
1734 1343 7072589
320 218 833118684
116 1536 -400011049
1090 773 349630416
1434 126 -381521779
1436 208 -700036673
452 929 -390907693
220 1434 13597359
1593 1098 -830352330
282 829 655822245
965 816 193098952
98 1135 441385218
1699 1249 200038305
476 592 -916144872
1655 279 -772549323
449 1714 -535461418
710 418 528027671
1242 637 169546146
381 483 -573335625
529 764 375604456
229 1728 -690622187
1270 79 608189193
783 31 38157690
84 506 715362010
157 414 -966418609
356 862 995452892
762 1571 -526407416
349 1066 202134557
1370 1446 754202254
1743 228 -371856241
1198 456 -393546920
1468 1725 -303797197
1126 761 -269488384
286 844 309368467
38 1000 782403775
67 1355 -231904242
63 370 -433592257
477 718 786432035
1526 342 441765995
1311 338 702057293
114 1535 -776871828
643 1256 -801922415
1251 634 68290750
143 920 -966194027
1286 956 178478381
1096 1022 -270241348
20 1085 152185365
515 1560 973786193
328 1339 -635892717
1587 903 -250186994
1327 1016 -493492179
1522 1658 943569540
1695 1162 -330812643
881 1304 721518958
911 843 -184073642
194 192 985990945
831 211 227165610
91 725 13042938
68 1053 -454242515
386 893 579511506
1040 473 -257551241
1482 247 -358977677
1433 195 971435001
271 1075 464198408
28 239 -571318987
740 432 -352713411
728 1262 -111889106
54 1351 717561669
938 1418 -77929049
1414 56 943404734
1047 1096 -516379690
1695 831 -234154149
509 517 -11841058
484 787 -781149667
16 814 -508274003
391 1554 -14735685
956 535 -570776062
1731 588 975790229
1484 1524 598749384
543 1192 662208683
494 492 -84018867
916 441 866574552
1585 949 -542441515
701 1432 358120282
892 1447 -710221093
1322 91 -931539287
436 1045 -319843353
811 1029 352032318
789 767 97130665
439 1309 -538790827
144 56 23779346
944 971 527289943
827 809 -387236712
1227 1510 -748365621
667 655 908101624
920 230 -989153964
979 665 207154203
1573 1474 -614862981
1007 517 262356152
219 955 -239117446
622 1098 -175879044
1516 295 935691670
1103 1122 -138559455
1638 602 -410473477
112 1267 338799936
31 440 600986783
41 1418 -638648624
1095 1244 -950882348
1431 505 -359924157
787 723 732975329
1451 1344 -9975205
425 1112 327205372
368 468 -388908385
1120 359 299242003
1635 470 -250223177
1058 500 252474979
710 540 -124202817
1025 1633 -700099917
1068 1317 -123184004
1627 357 703675588
1394 61 241688031
512 485 -485367329
1671 852 49799451
458 226 459951658
1592 114 996723672
501 1171 -431782884
1594 133 185278025
613 1157 55060604
875 478 -437298129
1640 358 -29442023
1381 5 39511476
719 516 593683324
1169 439 -431234809
339 896 -173802380
1614 741 -44492864
1611 1241 -704506328
361 1088 -552855987
1396 1700 771809533
571 828 -681392115
1062 721 -272385089
163 355 -268194061
1071 1074 321205763
716 495 823019756
1213 833 -151660468
188 700 696407092
1022 564 116999261
1280 924 -637408982
1670 572 -691020455
1471 1142 256064923
3 457 -919336850
638 619 -513550188
1277 1689 715112941
685 658 -718714794
530 123 234766060
1271 310 -964492840
1006 1331 -319767822
235 864 737158229
551 787 -608436661
821 511 698508110
172 513 -779305586
242 1151 -71319773
667 681 -138022975
418 1365 614268130
664 148 754318734
1742 1418 -891673542
27 676 631798434
620 910 -379771662
391 1461 520760178
733 535 -894796511
470 706 -307833844
662 947 -990736911
1473 1613 -211699772
480 284 -649516666
143 946 -481167834
1674 941 -858313748
23 967 -84547314
1447 1586 957130728
243 230 629311396
1571 962 -759025766
1662 1430 48184163
521 346 -868395665
529 72 977684560
1217 550 -698462222
1523 692 384449195
230 619 -538815127
353 641 567251970
1153 342 382882664
1115 584 645235185
792 407 -254127131
1002 322 -616696173
171 842 -221777527
286 1370 -140690967
266 840 488540531
530 616 -719814902
1738 844 -11438533
395 1197 721996095
17 603 -887712581
1224 1717 -220336227
915 762 244885336
1566 17 613155597
155 187 -423359287
834 472 -855396230
1584 737 105344996
1138 1266 809347728
1382 1257 -224555872
499 1651 -854679550
256 1667 -165570622
355 1145 -200098359
1035 313 671048633
376 131 688844591
38 285 901473675
542 1118 -559459778
668 955 283728790
1633 345 -267422843
1466 1727 -828465483
397 479 -938214256
524 734 970582808
1253 1088 280808373
205 376 637697623
1664 751 787123429
1392 788 -887610385
1306 1329 391718654
1691 250 -515580420
1065 136 -120967076
1705 1601 -144256218
109 251 403113621
163 775 -756861463
137 280 488105950
1255 484 917679632
939 401 -223255082
753 46 678457405
851 1351 199457807
320 1295 484349893
743 614 638478657
1510 572 471191830
511 679 757933537
1736 841 -355975771
203 977 -36106720
1502 485 517442332
1430 1423 975720019
362 429 -972429069
81 1279 574468742
1128 1598 56953674
678 594 758754518
363 358 -587551572
1647 868 189569922
1436 858 -848095255
252 1059 270035702
1093 814 824771168
672 497 453808767
651 858 944271926
675 938 408550262
303 320 238362427
1226 997 918128003
1016 1359 -673120088
1376 1259 320361934
668 947 -698312309
801 1198 513995718
164 545 -554608031
11 1216 13556071
1280 120 995232943
1231 794 68879989
715 1096 433955017
50 575 -425192081
1724 1590 -870082647
264 1219 570475148
1416 140 -345585156
1680 940 -974239336
1255 1102 -351594109
1644 1112 -960207144
783 644 -824358423
779 128 83522987
1712 842 -662094172
1218 891 -4256228
1720 868 -184208660
87 1131 -789503043
1458 800 -630569453
284 733 444496854
306 242 -294268418
872 139 977905894
907 921 -285171438
1060 1699 -139228491
260 1664 824284996
555 1135 -156268546
1424 1108 837238881
391 1194 131687190
574 905 -952561684
897 1188 -113820053
412 1493 161907802
1028 618 320013852
1009 1524 -625945835
1633 837 -680738316
638 1096 -775483602
485 1650 523773324
1221 1327 -208159617
1079 1717 -841365076
321 544 194632098
363 1440 -445753250
1136 105 -736760461
405 1132 -29983642
1557 393 -285629938
138 279 671942228
416 916 -73744155
612 1400 -184783264
196 874 -665431325
888 207 -699896998
1026 527 -77683329
323 888 -429359770
807 278 -310429466
1037 681 984839163
138 491 -565647987
761 628 -247062356
475 1043 801367563
1284 1654 403926768
249 104 -595653289
541 991 -360133726
803 270 242172645
1608 592 -741295858
361 1398 -424359288
963 688 354890156
949 824 916466327
1329 1585 -365576611
240 313 828023026
66 1595 721781636
1292 97 839472543
1645 638 -27063871
458 1440 280807316
1542 1301 957718207
22 1661 557915546
525 877 -655361125
1707 79 287904549
1634 1407 102082631
442 1646 459115348
292 1711 285258544
49 1256 395728955
1655 1154 -874904744
758 1611 773460447
131 1406 263141200
94 1427 164777745
1454 205 -832059387
9 165 -742531030
1133 53 867714827
349 494 751615829
1623 785 710539537
999 833 148412719
471 741 -530417913
581 1499 -686086089
383 1628 923580839
1486 1721 557287011
756 1428 790673139
903 1435 978629379
1128 821 -962377943
1012 1170 -397925438
795 1045 500009920
543 297 -546790233
1545 768 301146643
209 1347 16756679
483 1729 -119152808
417 1468 -148863614
30 477 -514460190
1593 1379 -871303663
1575 760 68510516
1608 25 -592935020
387 820 603475073
1697 1362 942999342
346 1160 -178633258
1482 1368 -636327473
624 105 -656622854
1393 520 -976378203
390 549 -430815772
814 396 -851994951
926 224 17553233
113 84 45543605
468 470 983591996
122 420 542237940
72 765 -130105840
789 501 -563857260
1107 1124 -445102409
1407 769 149739552
1427 1158 777955635
178 225 -769781024
307 1150 -514841045
1196 1262 -419602371
363 1729 118009559
348 105 598004665
1695 176 -526407284
708 964 45920351
1089 324 -668255748
1573 1730 211911610
831 1410 -462441188
637 1588 -205774335
838 148 -889391493
1262 1343 555217852
22 1704 535118683
998 305 653786069
647 253 854219354
1061 960 -42214720
228 302 328156370
517 128 308709772
1575 958 -76932716
299 1594 -259586869
992 685 -91247637
1089 199 -554361788
700 220 -603385715
295 1218 -254727425
1738 118 33851023
1611 1178 -867756211
701 1405 -523406388
115 175 -378201917
1257 4 717596755
317 301 541945262
963 1292 -674937418
11 634 -447892332
400 1333 -196521848
746 1627 -802816412
1397 1618 -668771354
553 1482 679206040
669 436 287036120
1085 550 486463140
1628 60 489398710
1381 376 833401639
981 1339 312697594
1265 1348 -962104919
1747 1 564211950
702 746 426766886
874 396 279345955
1164 948 -23831486
884 1616 475019838
261 953 -895943700
1559 834 -828012330
1113 468 -398118767
968 1448 -865849882
368 966 677546688
401 966 677709154
20 1667 -468748198
1266 794 -16552796
637 211 -931853615
1489 1094 917593133
1031 1354 8381059
1121 1165 962308248
1272 532 -503028548
51 1498 -845684066
168 119 259404275
1633 518 -635655857
1351 538 -727386311
69 57 181396500
928 692 421921224
987 434 -326606100
915 1464 -777149353
49 838 556754606
17 363 -835495512
450 413 879501930
585 580 -985555471
1685 465 -392772637
257 70 222062384
495 138 285716477
1526 1064 -922464403
1021 304 -426311742
1609 1219 -750805702
58 1267 208110015
1417 1283 622423082
1560 1732 -905985271
1455 570 -242964924
1468 508 289030806
252 763 367711079
1319 1257 524327691
695 1036 -257672151
763 310 89857936
1264 173 -515488913
1481 229 934668358
790 1645 402637999
460 1459 385391461
542 1167 -962755322
1203 888 -382398076
583 1139 490807343
31 710 -70525378
1361 1405 -884999738
263 421 -530694510
1215 1683 -334215798
1638 1418 -72712953
1581 461 -189431369
1059 920 -519866560
523 1461 815483406
555 918 -168936944
1094 1499 -865900247
650 1529 -53344118
1461 1143 -445552083
1562 1406 35011456
225 874 -37965239
807 765 -415287876
1616 599 111153563
578 1657 -836217841
997 433 836612641
836 987 -113319915
1561 334 -396984704
1679 983 -646670647
759 698 661949947
1243 513 271204926
401 737 -729047771
1240 1543 145702940
5 1412 830125418
975 243 726857661
1118 1239 -778708869
975 328 350670505
3 142 732597710
530 74 -142119914
838 832 655992253
543 328 -758065524
1653 727 85012243
143 221 -148990242
1144 224 -532785936
995 1198 -255806208
757 569 -837917619
950 1543 -463636762
383 1546 -301900583
150 329 -218609329
899 1166 732892879
598 1708 -892946040
810 1614 -61114630
11 10 190421867
754 1153 446375578
1162 401 -182099936
65 1157 468777483
207 360 235620476
675 742 5109129
1284 891 380258739
221 42 -285601343
1733 640 -330521172
81 1448 -483295819
900 1458 -472973056
194 464 846150056
1456 1625 -695801064
424 1689 628031244
1707 149 -961061888
1039 823 -112409955
171 360 906584751
1376 580 953802318
253 566 -314765003
838 646 -657182737
1289 1546 -988438638
3 1738 -457522950
1615 1448 -597221611
134 125 -663340828
1556 85 -493798220
1590 1123 447769449
618 1293 859461598
537 922 -477331105
497 1175 170284218
1095 265 909361530
1394 1553 678786196
1404 1556 668980086
132 1423 326318778
483 1557 468702336
777 1365 564908242
1219 1208 -149443028
737 80 -669242344
614 615 385769032
1071 1111 -270010241
346 459 32898660
267 106 -188800080
1733 1509 -408079520
1444 1640 -778789605
856 376 -996731400
392 1153 566126341
12 625 -51278271
755 1361 38644807
1043 228 742480329
507 1298 14030609
1144 1644 538530647
300 164 658797704
1008 150 386393143
1525 1593 263794012
1718 701 693778700
1721 1092 13006378
1342 1103 727678826
424 111 285565494
1331 1153 546127979
1106 1659 32035176
246 1057 -86428694
1589 1356 100097893
1291 617 270401138
755 395 93461124
113 366 895596632
1591 341 145509996
730 1682 -591890539
492 359 -466048005
1614 1690 853795254
1218 1049 753408271
373 1294 -37219196
1170 1135 -485188487
385 679 220700315
1494 1434 672367694
702 1545 -908975959
611 1389 -520062044
1611 372 -594764218
222 863 -184360755
688 730 -250206845
560 201 950177838
345 573 430823905
1185 1742 -269737998
1635 380 507289833
954 127 148300542
668 828 -82911860
748 1439 -492568674
1167 1303 -67663520
1521 1524 919482426
487 464 -245565341
1141 1023 -16678843
1098 1367 638177096
601 806 632573782
1238 693 -933390893
808 1647 -789315790
65 568 158260213
865 1315 -195066248
1308 735 -703785179
376 509 -959787118
306 994 -429120070
965 389 742011216
77 1486 307015015
1507 339 -771327870
1186 1577 21794070
1245 638 -92918843
1428 702 556901078
694 1566 62277878
1396 1128 903149512
1655 1503 -515248238
1690 62 622723871
442 1025 -933141005
217 1101 767334971
1358 862 -845024296
1558 301 960043193
704 1545 -310172725
1496 1226 492628488
1109 173 285534973
290 1568 -424021943
206 1476 -703705782
629 1419 -634034119
300 115 539427706
358 331 -199999150
155 1688 785862408
290 1499 -870413836
255 456 897781223
857 205 301131794
415 1313 497898093
1537 1602 293013869
294 61 -17306056
552 689 -392848802
872 987 -262734438
470 1344 115048249
1168 1498 47514277
981 41 -236664224
1094 295 284306812
1005 1152 517508545
395 1565 19842052
1703 1355 -146414788
1085 1648 -78112464
197 453 709500784
727 1324 -160851169
1371 47 -622309332
598 1214 -907538732
1513 448 -861563667
433 1541 -524340944
1554 799 793956712
1133 1193 585957789
278 1149 137197262
1023 487 23653186
82 684 541619780
1574 1410 57062923
561 1034 109410323
890 1631 -501337170
971 1397 10682850
1092 84 -224943452
1507 1637 689565146
1327 1023 55340438
966 1300 -629719480
213 576 -72600743
1106 656 709390593
706 483 323405728
1629 1043 -493289778
851 186 -625647676
1287 1156 973846311
423 501 -931472038
1100 261 942704085
829 1587 113883227
4 806 -398092560
327 1018 260361934
1137 377 -988865754
883 1082 -436274843
292 964 757283499
735 68 969499939
1062 1354 292835744
1039 30 865727249
1099 1129 -836166493
1049 210 981111230
275 213 -96481791
800 539 -931748297
155 1675 -501035098
164 811 737277581
657 1103 -159747333
445 91 -82699519
418 1151 -532916145
1547 443 -499714362
1430 1541 791962378
1573 842 -968320779
1556 1116 -725223393
599 170 -108464948
658 324 -190646185
1094 487 737623488
865 1143 -250201
1598 1586 102442969
653 258 -579944678
1061 57 -73566833
1498 1486 -309895532
1316 1311 653773306
1344 1120 -68677088
1583 1718 124660723
616 630 494148676
1322 1723 -949078986
1093 840 358702895
220 692 174777819
1182 1344 468645722
1549 657 533142350
612 408 233994952
1214 1723 -264962967
912 1319 -982620176
1725 1156 984541532
961 25 -295226138
519 1346 -322958286
564 692 638622669
4 911 -570230605
1030 347 967782369
566 149 -280254549
158 760 185944272
1235 227 158341216
131 1139 -331384499
146 1117 991543732
133 331 -981339037
748 849 559321006
1339 1412 -648852648
1024 1415 393889795
1399 698 789991308
1371 1263 959507212
253 1420 -171129328
1288 908 88186155
554 1038 -608773030
1137 1184 669316025
1130 1315 -952885955
1146 317 18769703
762 1655 -364795984
1068 931 -744880122
539 583 53295107
356 207 -501624572
320 459 -876496813
1044 1746 162673339
248 553 -649077084
589 1689 705631740
301 1072 211341342
342 472 572825586
1231 1232 467126183
40 553 -467134195
262 1091 199813843
1182 1446 435752668
1617 19 960427729
1725 1062 959783298
994 1309 -407839406
1300 151 -473824886
1043 451 753370591
355 792 -707592011
1728 276 702608313
1263 315 -664881086
1728 576 583829587
1029 11 238731640
537 1627 259332285
502 1605 -525497806
467 852 972427519
984 405 -855664768
1443 1447 -340458641
1228 55 565159942
1483 36 879960687
1224 1298 -760852392
1516 1279 -102159417
1153 561 -90665282
488 1097 -227994558
1588 1598 -390644060
256 318 584059553
232 1301 -952960805
358 997 703926607
934 478 766063131
554 215 806274353
449 1437 291686456
658 1206 -244834755
1442 612 396524563
490 1100 -348482922
1164 941 -519429483
1696 1195 -156531820
1333 1426 -667629342
1374 37 473453066
1115 970 -979914003
911 1523 -735322564
742 225 909835697
123 882 290679693
783 577 991039012
256 1066 249645294
825 483 -674169177
1244 431 694097794
235 17 326873724
525 1390 368493845
65 758 -521500483
83 1668 -777949319
314 662 -520891975
235 785 488819156
1362 1567 -850975342
1354 75 369059246
699 899 920928363
983 396 -586012051
716 630 -567702445
129 1153 -977103624
1323 1217 -110288980
1741 1299 -201195384
189 1612 556451519
607 99 -545661816
161 1460 -752370145
291 1067 -667148904
1486 19 361518983
1417 1001 814204035
32 1716 -465625571
410 98 854400822
430 1420 247736283
1207 1414 -265533191
158 1601 -420730167
1517 462 -308018947
167 621 -636719838
384 911 584206172
674 650 604404377
117 320 -250294399
1701 352 -285792363
421 761 -175215792
294 1190 -550070841
1383 649 -931857993
278 806 901473431
784 576 -570968542
1388 742 139635243
1705 1125 -817690555
1342 52 -73886693
997 167 291975195
1651 121 693883057
529 541 -435865553
1249 834 925625740
1642 470 -331932044
1701 747 590265710
1615 1531 -751329477
244 1172 97620576
1239 1130 -615254274
1398 725 -557102933
460 1721 -366406416
1588 1626 -228960690
1321 408 389608673
68 1656 -656297504
3 1551 -118942939
586 1505 736139177
228 1373 488218675
445 1616 -170723393
1403 1108 -877406865
1739 759 -47625569
380 1218 -76975128
933 1059 -215749942
1606 633 250257626
1073 700 145831785
1373 701 -79098306
397 1286 -356390643
166 1513 -784571795
1465 212 -934610303
443 1614 333129075
550 1606 -799044215
1382 239 594983133
442 1171 -192813687
1126 1030 531448382
472 357 -668096212
1472 1729 134178268
530 379 -393660220
1092 544 -661345966
1280 262 -420208451
1337 705 -572627097
755 1254 -733856178
930 889 -460998628
577 1330 879539135
1281 709 58796423
872 1180 466381909
1162 905 445998086
406 1434 878702016
936 778 -499367124
1231 311 -199990659
1737 1647 606108015
364 655 41522035
597 1585 -941374166
1067 414 580444279
962 1695 -608772568
141 820 741232916
1421 235 -223707480
937 640 -582692066
831 1575 307888516
1268 1059 663462471
221 1049 549419495
1623 1413 -701111334
786 263 -887174233
837 1329 -413786070
471 544 -473760530
812 684 464350767
587 357 732451610
1264 1293 -535279734
1629 377 -732503485
1024 1645 479434390
731 118 -319674559
337 1740 -702457431
598 779 -402770402
697 1615 -881612103
1208 339 -259443397
1668 1150 522532138
1200 1736 930696412
967 1253 411047510
1372 1135 842287448
1606 412 725049102
1151 1141 859341812
1745 1478 851273593
259 329 -257633519
780 1024 -408753690
884 486 -21642641
1530 406 -705072941
1113 1606 -717811672
1053 825 716433683
539 450 14971059
401 309 485688972
161 1459 -207950105
38 1458 -516526680
1654 1716 -141152084
557 749 -969000552
1073 1632 -413858155
181 1415 50514578
438 782 -111531585
685 88 832454961
437 625 -652805514
1323 1025 -299816498
874 1185 -629143602
1566 1223 -960461385
242 1130 -996227278
991 1686 -139211684
1018 1011 -271026707
1530 1191 -651115746
701 1628 243053340
1477 566 342176962
1331 1002 -942697370
1634 578 230717790
499 1451 -412528454
823 1270 986905709
857 1510 280293872
861 755 210002516
1612 26 -632722049
502 1555 730477534
807 510 594528325
146 240 -758381347
1318 1569 388182196
1368 1456 -950809984
696 208 710331085
1209 1030 163655296
1198 140 -107364030
569 1000 756121022
1626 865 785109900
200 1366 565744448
1711 426 -851460755
1357 571 -578037298
1568 142 -781530217
1034 1509 885254973
1077 459 -877498227
824 1667 301066581
94 1118 460488013
873 1686 -395461210
660 1565 594007225
473 19 157866612
94 1729 645001205
223 1339 -701535655
592 1160 -539567008
782 447 -811790223
682 1523 -287487509
789 600 -379187321
179 693 900016050
1454 1565 830416476
236 478 622016472
1627 950 642093989
892 1043 621126560
582 1265 153642510
843 110 -518739507
1245 891 -7837297
1409 1572 -264460845
285 614 421720934
827 792 -785636661
740 499 -993897663
592 734 -446941048
262 614 640343081
1695 1506 -166300824
1365 341 -718333522
626 1183 -593792310
1046 680 425792596
166 342 225676168
808 626 928360180
303 1452 -165088786
490 445 405817282
496 1036 -754382826
979 1297 -51681885
665 1245 -328213286
1392 862 61024180
1638 1487 -585505144
247 786 192631733
1492 951 583644589
816 12 -699954084
753 314 962648389
1482 803 -528531937
963 1298 656921409
1178 530 141024902
260 1193 -434127468
846 839 552590856
26 730 254822387
388 976 -846172384
1429 720 241769245
1066 1535 254186428
1328 541 612800101
1295 276 -468026398
1707 1238 -982190732
1407 669 -376633951
657 927 988987027
1151 26 -51628621
761 51 783185579
110 439 -100362681
245 121 723519193
1329 1186 480507369
677 766 -901037971
339 315 -586205616
804 274 830821717
819 1681 -404338799
1364 591 656630950
1354 1741 685517678
436 755 743345565
247 864 -755390533
1032 1108 -618058885
791 689 738985098
337 1366 -384212667
424 1704 -25003794
785 761 288079782
637 1580 211959469
1157 1196 887660170
857 803 881054416
583 1238 -255266937
359 1484 733518496
572 769 1238333
906 1558 789661819
678 149 352975379
1215 571 303979118
321 1355 -825353364
1445 245 982787201
757 1401 351766860
659 511 -729427357
555 1093 687575925
1205 1451 385962288
973 276 -734630951
101 1181 -950684600
1663 112 -781691287
1098 1326 -128688986
491 1646 -577883311
643 1344 -298452548
628 354 -694735495
62 1012 -110101203
298 1566 -859031992
26 1025 801817702
1236 250 -882942654
1467 350 468628056
1510 266 595514928
1701 1364 113505295
716 108 -2404635
1084 750 -464135084
1697 1377 -59726581
217 1438 -901518957
994 1736 891542205
1117 14 64189968
944 1249 349942827
1046 969 750039117
582 733 -945859344
229 687 615222821
1201 1401 737264733
326 738 -405086973
794 688 -829045097
1615 904 817157221
1701 151 804092626
1606 1267 819337042
789 464 248852757
222 1509 -641991180
3 344 196120630
51 573 981496901
1461 27 585448645
1231 352 -569907448
5 1145 216976073
154 1013 -748636287
1740 967 -576845732
1569 826 873315747
1412 1614 -596334148
756 89 -868738073
1068 91 -475267971
367 141 179591087
351 1601 209344396
1735 1085 611587322
364 1089 -77815221
1427 1242 -918589816
1646 1236 187744581
269 1058 -867269824
159 723 980556935
511 1478 -918832313
626 799 -815398453
1084 1165 -655000828
368 1514 -822416619
1423 1502 419618909
1084 119 -333981216
143 1545 -912262094
214 1444 501933499
1251 1712 -287301812
1367 124 539369013
1350 634 230798735
1421 1259 -855003828
1582 596 478081955
137 962 211552984
292 639 -69142094
1532 1722 66089270
367 118 -165776849
444 332 -513376740
9 1582 -553556134
631 1202 -412999286
229 806 311959656
1304 480 -247417380
1430 315 433601631
975 451 -465392221
286 743 264945458
1099 528 236201991
284 894 370562157
1012 1337 749436139
1437 1345 560568517
80 229 -63310528
593 457 858355934
1738 14 -593264407
649 1443 -233570004
155 671 282438311
621 956 -867656078
1726 308 -264234264
1059 590 758722538
509 1601 288952232
291 1291 -171611679
1653 1370 89728987
725 216 612343247
601 207 627029836
956 855 278784925
1625 1009 -954309529
999 1629 139299456
1114 1608 490469788
11 920 -834709264
1546 1428 997985451
925 1718 475177192
1649 1624 43309825
854 602 289384064
515 1202 525359566
190 411 -496181052
1306 290 658363842
1346 1288 523602028
595 655 364478964
150 665 -582803359
294 464 -947682786
292 1388 -980723177
1580 1290 878643986
745 397 -432891826
125 911 943025318
1456 1100 -586868985
150 659 -256144743
1598 258 -782363643
1182 852 -33181764
627 1001 727166629
991 1294 -742595923
1037 1586 846482809
1054 1419 322791147
948 417 776058080
1443 541 -181373146
1393 250 -922472697
